id,name,taxa_kind_id_name,description,col_id,eol_id,Sinonimi,Autore,Etimologia,"Tipo di vegetazione","Diffusione geografica","Nome italiano",Fioritura,Altezza,"Inizio fioritura","Fine fioritura"
40760,Campanulaceae,Famiglia,"Vi appartengono piante erbacee, raramente legnose, con foglie sparse semplici, per lo più lanceolate; i fiori, riuniti di solito in racemi, hanno corolle campanulate o rotate e calici a elementi lanceolati-acuti; l'ovario è infero e dà luogo a una capsula; gli stami sono cinque. Le piante portano di solito fiori ermafroditi e vengono impollinate da insetti.",e2adc01b44bc571a8f7d9838d39ecb37,4215,,,,,,,,,,
43959,Asclepadiaceae,Famiglia,,,,,,,,,,,,,
4058,Valerianaceae,Famiglia,"Sono comprese in questa famiglia specie erbacee annuali o perennanti, con robusto apparato ipogeo, con foglie opposte, intere o divise, fiori più o meno regolari, tubulosi, talora speronati, raccolti in vari tipi di infiorescenze corimbose. La corolla, divisa generalmente in cinque lobi, è chiusa in un calice o membranoso o formato da peli piumosi. Gli stami sono 3 (4), l'ovario è infero e il frutto che viene prodotto è un achenio. Sono piante mellifere. Il nome della famiglia deriva dal genere Valeriana, dal latino valere = star bene.",,4260,,,,,,,,,,
59057,Primulaceae,Famiglia,"Piante erbacee, annue o perenni, con fiorì per lo più regolari, solitari o raccolti In infiorescenze dì vario tipo; il calice è tubuloso a denti acuti, la corolla fabulosa o rotata ha cinque lobi; gli stami sono cinque e il frutto è una capsula. La fioritura precoce, espressa dal termine Primula, da il nome alla famiglia.",2f2a5e0b20218a28b876143b0233b8eb,4367,,,,,,,,,,
40355,"Phytolacca americana",Specie,"Pianta erbacea perenne, lignificata alla base, completamente glabra, con fusto spesso arrossato. Le foglie sono alterne, ellittico-lanceolate, di 10 cm; fiori verdi in grappoli di 10 cm che arrossano nel formare il frutto; frutti a bacca di color nero-violetto.<br /><br />La specie è coltivata anche come ornamentale; i frutti forniscono una tintura rossa usata come colorante per dolciumi e vino, per lo più proibita perché, come il resto della pianta, ha proprietà purgative.",48a10f7d26a2895b4519d0ce2f415228,404121,"(P. decandra L.)",Linneo,"il nome della famiglia e del genere deriva da greco phytón = pianta e dal latino lacca - colore. I f","Coltivata o naturalizzata negli orti, sulle macerie e negli incolti fino a modesta altitudine.","Pianta nord-americana, diffusa oggi in tutto il mondo.","Cremesina, uva turca, amaranto",,,Luglio,Ottobre
89254,Convolvulaceae,Famiglia,"Piante erbacee, annuali o perenni, spesso a fusti volubili, da cui il nome; presentano corolle imbutiformi con calice a cinque lobi profondi; ì frutti sono delle capsule. Il genere Cuscuta comprende piante adattate a vita parassitaria, prive di clorofilla e sema foglie.",,4431,,,,,,,,,,
31753,Solanaceae,Famiglia,"Si ascrivono a questa famiglia piante erbacee annue o arbustive legnose, per lo più velenose, che presentano foglie sparse da intere a lobate e partite; presentano fiorì ermafroditi regolari, solitari o raccolti in infiorescenze corimbose, il calice ha cinque denti, la corolla simpetala ha cinque lobi e talora è campanulata o imbutiforme; gli stami sono cinque e dall'ovario supero deriva un frutto a bacca o a capsula, con molti semi; si tratta di piante impollinate in genere dagli insetti.",04b7c27895e1440bcfb4f94c78025d85,4437,,,,,,,,,,
57152,Boraginaceae,Famiglia,"In questa famiglia sono comprese piante erbacee, spesso con peli ispidi e foglie generalmente sparse, intere; i fiori sono regolari (o appena zigomorfi) raccolti in cime (comunemente si tratta di cime scorpioidi); la corolla a petali uniti ha il lembo diviso in cinque lobi, con tubo più o meno allungato; il frutto è composto da quattro acheni. lì nome delta famiglia deriva dalla borragine.",aad64a79379a611cf3f368c57bcaa6f6,4301,,,,,,,,,,
47151,Dipsacaceae,Famiglia,"Vi sono comprese piante erbacee con radici ingrossate, fittonanti, foglie opposte, intere o più o meno divise. I fiori ermafroditi, regolari o labiati, sono raccolti in capolini chiusi da una serie di brattee. L'ovario è infero e dà luogo a un achenio in cui persiste il calice membranoso. La famiglia prende il nome dal genere Dipsacus.",da6840c00d970817b27b12b2816406f8,4259,,,,,,,,,,
41550,Compositeae,Famiglia,"Comprende piante erbacee con foglie sparse, raramente opposte, dal lembo intero o più o meno profondamente diviso. I fiori sono di solito ermafroditi, tubulosi o ligulati, raccolti in infiorescenze a capolino che simulano un fiore unico. Il calice è ridotto a una serie di peli e squame, che sì possono trasformare in organi di volo per la disseminazione.<br />Dall'ovario infero deriva un frutto ad achenio, a volte di grandi dimensioni (girasole), comunemente inteso come seme. La famiglia viene suddivisa nelle seguenti sottofamiglie. Tubuliflorae, che presenta capolini con fiori tutti tubulosi (Cynaroideae) oppure tubulosi al centro (disco) con al margine una corona di fiori ligutati (raggio), spesso unisessuati o sterili; questa sottofamiglia non comprende specie con latice. Liguliflorae, con capolini a fiori tutti ligulati e comunemente con specie che presentano vasi laticiferi.<br />Nelle Composite sono numerose le piante di interesse officinale, mellifere, ortensi e anche industriali, nonché ornamentali; il nome della famiglia, che è una delle più vaste del regno vegetale, deriva dal termine usato da Linneo e indica la forma dell'infiorescenza.",686b0bd149d94e43973b551ad66d1196,4206,,,,,,,,,,
124549,"Globularia punctata",Specie,"Pianta perenne, rizomatosa, con foglie a rosetta basale, spatolato-obovate, quelle sui fusti lanceolate; i capolini solitari, di 2 cm di ⌀, hanno fiori piccoli bilabiati con corolle azzurro-violette a cinque lembi; i frutti, derivanti da un ovario supero, sono acheni.<br /><br />Sulle Alpi si incontra <em>G. cordifolia</em> L., con scapi privi di foglie o con 1-2 brattee; porta fiori grigio-azzurri. Le radici e le foglie sono amare, vulnerarie e purgative.",6c04abc93c05e59053a0bc9b989cd464,5680757,"(= G. vulgaris Auct.)",Lapeyr.,"Il nome del genere deriva dal latino globulus = piccola sfera, per la caratteristica forma dei capolini.","Vive principalmente nei prati e pascoli aridi e sassosi fino oltre i 1000 m.","È specie diffusa prevalentemente nell'Europa meridionale.","Vedovella dei prati",,,Marzo,Giugno
85448,Oxalidaceae,Famiglia,"Si tratta di una famiglia che comprende piante erbacee dalle caratteristiche foglie trifogliate, con foglioiine obcordate; i fiori sono ermafroditi, a simmetria raggiata, composti da cinque sepali e cinque petali; questi ultimi possono essere saldati tra loro brevemente nella parte bassa del margine, lasciando tuttavia libera l'unghia. Gli stami sono dieci, in due gruppi di dimensioni diverse.<br />I frutti sono delle capsule allungate.<br />Il nome de! genere e della famiglia deriva dal greco e fa riferimento al caratteristico sapore acido delle foglie.",4a851bb30f4273cd86d364fcfdae9ce2,4286,,,,,,,,,,
63547,Malvaceae,Famiglia,"Le piante erbacee o legnose appartenenti a questa famiglia hanno foglie sparse, per lo più stipolate; i fiori regolari, ermafroditi, sono formati da cinque sepali a loro volta chiusi da un calicetto estemo che permane nel frutto; I petali sono cinque, vistosi, gli stami numerosi con i filamenti avvolti in un tubo attorno l'ovario e lo stilo (stami monadelfi). Il frutto è una capsula o un poliachenio che si scinde a maturità (schizocarpo). Il nome malva deriva dal greco malacós = molle, per le proprietà emollienti di queste piante.",32e9c2276b7ab97dd0fe92a0fb687704,4321,,,,,,,,,,
61446,Saxifragaceae,Famiglia,"La famiglia comprende piante erbacee (raramente arbustive) per lo più perenni; le foglie semplici sono variamente disposte; i fiori raggiati possono essere solitari o riuniti in racemi e corimbi; petali e sepali 5 (4) e stami",321867d0176450bdb9b427db27345850,4396,,,,,,,,,,
30345,Umbrelliferae,Famiglia,"È una famiglia ricchissima di specie erbacee, caratterizzate da un tipico frutto costituito da due acheni lisci o costolosi affiancati ventralmente; vi sono comprese molte piante ricche di essenze aromatiche, usate come alimentari e nell'industria. Le foglie sono sparse, varie, ma per lo più pennatosette, con piccioli guainanti; i fiori piccoli, regolari, sono raccolti in un'infiorescenza a ombrella di solito composta, particolarità questa da cui deriva il nome della famiglia.",25de583791577526fa6112aba66f51cc,4200,,,,,,,,,,
56144,"Reseda lutea",Specie,"Caratteristica della famiglia è il fiore formato da petali (4-6) a diverse dimensioni, profondamente divisi; in Reseda le foglie sono pennate e ì frutti sono delle capsule, i petali sono sei, bianco-giallastri<br /><br />Un tempo era utilizzata come pianta vulneraria e diuretica.<br /><br />Specie simili sono <em>R. luteola</em>, con foglie intere e quattro petali, <em>R. alba</em>, con cinque petali bianchi.",9add03c77f33a2718ca08379dc468950,583710,,Linneo,"Il nome del genere, che dà il nome anche alla famiglia, deriva dal latino resecare = calmare, per le","È diffusa nei campi, negli incolti, tra i ruderi e sulle massicciate ferroviarie fino a 1500 m.","Diffusa pressoché in tutta Europa.","Reseda comune",,,Maggio,Settembre
76643,Rutaceae,Famiglia,"In questa famìglia sono comprese piante legnose come gli agrumi o piante erbacee appena lignificate alla base, tutte ricche di sostanze aromatiche; le Rutacee erbacee che vengono prese in considerazione presentano per lo più foglie composte sparse od opposte; i fiori oresentano Quattro o cinque elementi per verticillo o multipli e sono raccolti in racemi o corimbi. Il frutto è generalmente una capsula.",863b8446c69e19ccf736f97141dc1c5f,27737498,,,,,,,,,,
48442,Ranunculaceae,Famiglia,"Piante annue o perenni, generalmente erbacee; foglie sempiici o composte per lo più sparse. Fiori a simmetria raggiata o con un solo piano di simmetria, talvolta solitari, ma di solito in infiorescenze racemose o cimose di vario aspetto; i sepali sono in numero variabile, talvolta petaloidi oppure caduchi; ì petali, anch'essi in numero vario, possono essere molto vistosi, verdi o assenti; in molte specie compaiono alla base interna dei petali dei nettarli, organi ghiandolari. Gli stami sono parecchi, talora molto vistosi; non si formano in genere frutti singoli, ma infruttescenze di acheni o follicoli. La famiglia raccoglie piante molto comuni, spesso tossiche per la presenza di sostanze irritanti.",1a7fe0042780816d793d0c47fbabad93,4377,,,,,,,,,,
78641,Rosaceae,Famiglia,"Comprende erbe, arbusti e alberi, che presentano foglie sparse, semplici o composte, spesso con stipole; I fiori sono ermafroditi, a simmetria raggiata, composti di cinque elementi (o multipli) per ogni verticillo. L'ovario può essere supero, semiinfero o infero; i frutti possono essere di vario tipo (secchi, come follicoli e achenì, carnosi, come drupe e bacche), formati talora anche dal ricettacolo; frequenti sono pure I frutti composti o i falsi frutti.",b56038fec00d3381935e5d01fc08dac9,8097,,,,,,,,,,
53440,Geraniaceae,Famiglia,"Vi sono comprese piante erbacee annue o perenni; i fusti nodosi portano foglie di forma variabile, per lo più palmato-composte, sparse od opposte e stipolate. I fiori, a simmetria raggiata, sono solitari in infiorescenze ombrelliformi; sepali cinque, petali cinque, stami dieci; l'ovario dà luogo a delle caratteristiche capsule a 'becco di cicogna'. A maturità i frutti si separano in cinque acheni che si arricciano verso l'apice. La famiglia prende il nome dal genere più importante, dal greco géranos - gru, riferendosi proprio alla forma dei frutti.",08d21979974e9431bc47885d56959108,285,,,,,,,,,,
63339,Zygophyllaceae,Famiglia,"Sono comprese in questa famiglia piante erbacee o legnose, talora succulente, proprie di ambienti aridi e salsi; presentano foglie composte, opposte e stipolate. I fiori sono regolari ascellari con gli elementi a cinque o multipli; il frutto è una capsula, ti nome della famiglia deriva dal greco e si riferisce alla presenza di foglie opposto.",be9a6a259c522ef6ce71289086c7d9af,4418,,,,,,,,,,
42338,Papaveraceae,Famiglia,"Piante erbacee, annue o perenni, con foglie alterne; fiori a due sepali, caduchi, e quattro petali; starni molti e frutto a capsula.<br />Si distinguono due sottofamiglie:<br />
<ul>
<li><strong>Papaveroideae</strong>, con fiori a simmetria raggiata e vasi laticiferi;</li>
<li><strong>Fumarioideae</strong>, con fiori a unico piano di simmetria, petalo superiore speronato e prive dì vasi laticiferi, frutti non deiscenti ad achenlo o a. capsula (gen. <em>Corydalis</em>).</li>
</ul>",fbaa76b95c237f23ca11f61ea48db0a6,4348,,,,,,,,,,
56537,Polygalaceae,Famiglia,"In questa famiglia sono comprese piante perenni, legnose alla base e con fusti erbacei, con foglie semplici senza stipole, sparse, i fiori sono ermafroditi, con un piano di simmetria, raccolti in infiorescenze a spiga o racemo; i sepali sono cinque, liberi, di aspetto petaloide, e coprono i petali veri e propri che sono tre o cinque, più o meno uniti; gli stami sono otto e il frutto è una capsula compressa. Polygala, che significa 'molto latte', ricorda le presunte proprietà di queste piante.",2abaf01049e3b665ada457a002a6aa78,4362,,,,,,,,,,
57636,Leguminosae,Famiglia,"Di questa grande e complessa famiglia prendiamo in considerazione solo alcune specie comprese nella sottofamiglia delle <em>Faboideae</em>, di cui diamo la seguente breve descrizione. Piante erbacee o legnose, con foglie sparse, di solito composte, ma anche semplici, con stipole; i fiori presentano un unico piano di simmetria e sono caratterizzati dalia tipica corolla papilionata, sono solitari o in Infiorescenze di vario tipo, per lo più racemi o capolini. In particolare la corolla, inserita in un calice a cinque denti, è formata da un petalo superiore grande (vessillo), due laterali uguali tra loro (ali) e due inferiori più o meno fusi tra loro a formare un elemento unico (carena). Gli stami sono dieci, di cui nove riuniti tra loro lungo i filamenti e uno libero. L'ovario supero si trasforma in un frutto secco a legume.",aaa8d7d014c8f28d3d9505f29c127815,4277,,,,,,,,,,
91135,Balsaminaceae,Famiglia,"Si tratta di una piccola famiglia di piante erbacee, caratterizzate da fiori a un piano di simmetria in cui l'elemento più vistoso, conico e terminante con uno sperone nettarifero, è dato non dalla corolla vera e propria, ma da un sepalo; questo avvolge i cinque petali brevi e diseguali, di cui uno più grande e gli altri saldati a due a due. I cinque starni sono corti, con antere dilatate che coprono l'ovario.<br />Quest'ultimo produce un frutto a capsula fusiforme, costolato, che a maturità scoppia se viene toccato, con l'arricciamento delle cinque valve che lo formano. Il nome della famiglia significa 'di balsamo' e può riferirsi sia all'odore delle piante che all'aspetto dei fusti, lucidi e trasparenti come resina. Una versione diversa vuole derivi dal greco bàllein e dal latino semen, cioè 'gettare il seme ', per i frutti deiscenti. L'unico genere presente è <em>Impatiens</em>, che richiama il comportamento deiscente a scoppio del frutti; infatti una specie propria dei boschi e delle siepi è chiamata <em>I. noli-tangere</em> (non mi toccare!).",34743c2905ee3b89d1706d32a5a0fa64,4284,,,,,,,,,,
114934,Violaceae,Famiglia,"Vi sono comprese piante erbacee a fusto breve, spesso stolonifere; le foglie sono sparse, semplici, con stipole, raccolte in rosetta basale nelle specie a fusto ridotto. I fiori sono ermafroditi, a un solo piano di simmetria, con cinque sepali più o meno uguali tra loro, cinque petali di cui l'inferiore speronato. Il frutto è una capsula che si apre con tre valve. Il nome della famiglia deriva da quello greco della viola, ion.",a8c02c33f89ff4ca8ed6a2385da4db7f,4466,,,,,,,,,,
